Voc,Jsc,FF,PCE,Cs,MA,FA,Pb,Sn,I,Br,BG,CBO,VBO,arch_nip,arch_pin,h_mobility,e_mobility,CBM,VBM,ETL_CBM,HTL_VBM,Reference
1.03,19.59,0.636,12.83,0,1,0,1,0,3,0,1.51,-0.08,0.28,1,0,0.000233,2.93E-05,-3.92,-5.43,-4,-5.15,10.1002/ente.201800939
1.1,23.39,0.74,18.11,0,1,0,1,0,3,0,1.5,-0.17,0.21,1,0,0.000473,2.93E-05,-3.93,-5.43,-4.1,-5.22,10.1002/adfm.201807094
1.11,24.4,0.74,19.16,0,1,0,1,0,3,0,1.5,-0.17,0.26,1,0,0.000469,2.93E-05,-3.93,-5.43,-4.1,-5.17,10.1002/adfm.201807094
1.05,19.6,0.781,16.1,0,1,0,1,0,3,0,1.6,-0.47,0.14,1,0,0.00065,0.0002,-3.9,-5.4,-4.37,-5.26,10.1016/j.solmat.2018.04.021
0.592,17.7,0.441,4.62,0,1,0,0,1,3,0,1.26,-0.72,-0.48,1,0,0.000465,2.93E-05,-3.48,-4.74,-4.2,-5.22,10.1002/adma.201705998
0.796,25.5,0.692,14.04,0,1,0,0.38,0.62,3,0,1.22,-0.2,0,1,0,0.000465,2.93E-05,-4,-5.22,-4.2,-5.22,10.1002/adma.201705998
1.13,22.81,0.73,18.82,0.05,0.14,0.81,1,0,2.55,0.45,1.6,-0.26,0.27,1,0,0.000465,0.00065,-3.87,-5.47,-4.13,-5.2,10.1002/adfm.201900265
1.01,23.5,0.722,17.14,0,1,0,1,0,3,0,1.5,-0.23,0.2,1,0,0.000465,0.00065,-3.9,-5.4,-4.13,-5.2,10.1002/adfm.201900265
1.08,24.67,0.745,19.84,0.1,0,0.9,1,0,3,0,1.48,-0.26,0.15,1,0,0.000465,0.00065,-3.87,-5.35,-4.13,-5.2,10.1002/adfm.201900265
1.11,23.52,0.76,20.02,0.05,0.1615,0.7885,1,0,2.49,0.51,1.6,-0.06,0.16,1,0,0.000465,2.93E-05,-3.86,-5.43,-3.92,-5.27,10.1002/adma.201800568
1.11,23.52,0.751,19.6,0.05,0.1615,0.7885,1,0,2.49,0.51,1.6,-0.14,0.16,1,0,0.000465,2.93E-05,-3.86,-5.43,-4,-5.27,10.1002/adma.201800568
1.1,24.19,0.782,20.8,0,0.02,0.98,1,0,3,0,1.5,-0.3,0.18,1,0,0.000465,2.93E-05,-3.9,-5.4,-4.2,-5.22,10.1007/s40843-019-1186-4
0.69,9.77,0.342,2.31,0,1,0,0,1,0,3,2.08,-1.26,0.03,1,0,0.000465,2.93E-05,-3,-5.25,-4.26,-5.22,10.1016/j.solener.2019.05.007
0.41,15.7,0.377,2.45,0,1,0,0,1,2,1,1.46,-0.41,0.09,1,0,0.000465,2.93E-05,-3.85,-5.31,-4.26,-5.22,10.1016/j.solener.2019.05.007
0.58,11.09,0.495,3.2,0,1,0,0,1,1,2,1.75,-0.74,0.05,1,0,0.000465,2.93E-05,-3.52,-5.27,-4.26,-5.22,10.1016/j.solener.2019.05.007
0.63,10.28,0.468,3.03,0,1,0,0,1,0.36,2.64,1.83,-0.86,0.01,1,0,0.000465,2.93E-05,-3.4,-5.23,-4.26,-5.22,10.1016/j.solener.2019.05.007
0.592,17.7,0.441,4.62,0,1,0,0,1,3,0,1.26,-0.72,0.48,1,0,0.000465,2.93E-05,-3.48,-5.7,-4.2,-5.22,10.1016/j.solener.2019.05.007
0.95,19.97,0.78,14.83,0,1,0,1,0,3,0,1.5,-0.05,0.35,0,1,0.00033,0.0004,-3.95,-5.45,-4,-5.1,10.1002/cssc.201700880
0.73,23.76,0.808,14.01,0,1,0,0.75,0.25,3,0,1.35,0.23,0.48,0,1,0.00033,0.0004,-4.23,-5.58,-4,-5.1,10.1002/cssc.201700880
1.13,22.3,0.72,18.8,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.52,1,0,0.000148,2.93E-05,-4.05,-5.65,-4.2,-5.13,10.1016/j.chempr.2017.03.011
1.15,22.8,0.77,20.8,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.42,1,0,0.000681,2.93E-05,-4.05,-5.65,-4.2,-5.23,10.1016/j.chempr.2017.03.011
1.11,23.7,0.78,20.6,0.05,0.15,0.8,1,0,2.49,0.51,1.57,-0.18,0.39,1,0,0.000465,0.000992,-3.99,-5.56,-4.17,-5.17,10.1039/c9ta02142f
1.089,21.27,0.723,16.7,0,1,0,1,0,3,0,1.6,-0.6,0.3,1,0,0.000465,0.000992,-3.9,-5.5,-4.5,-5.2,10.1016/j.apsusc.2018.09.146
1.03,22.9,0.78,18.4,0.05,0.14,0.81,1,0,2.55,0.45,1.7,-0.6,0.3,1,0,0.000111,0.000992,-3.8,-5.5,-4.4,-5.2,10.1002/anie.201806392
1.1,23.3,0.806,20,0.05,0.14,0.81,1,0,2.55,0.45,1.7,-0.6,0.1,1,0,0.000228,0.000992,-3.8,-5.5,-4.4,-5.4,10.1002/anie.201806392
1.07,21.7,0.7,16.25,0,1,0,1,0,3,0,1.5,-0.1,0.18,1,0,0.000465,2.93E-05,-3.9,-5.4,-4,-5.22,10.1016/j.joule.2018.02.013
1.22,15.07,0.7318,13.45,1,0,0,1,0,2,1,1.9,-0.58,0.44,1,0,0.000465,0.000154,-3.76,-5.66,-4.34,-5.22,10.1039/d0ta04275g
1.2,15.44,0.7615,14.11,1,0,0,1,0,2,1,1.9,-0.09,0.44,1,0,0.000465,6.53E-05,-3.76,-5.66,-3.85,-5.22,10.1039/d0ta04275g
1.31,15.53,0.7913,16.1,1,0,0,1,0,2,1,1.9,-0.33,0.44,1,0,0.000465,0.000214,-3.76,-5.66,-4.09,-5.22,10.1039/d0ta04275g
0.82,22.44,0.78,14.35,0,1,0,0.75,0.25,3,0,1.35,-0.42,-0.04,0,1,0.00033,0.0004,-3.58,-4.96,-4,-5,10.1002/adma.201602696
0.92,19.6,0.78,14.07,0,1,0,1,0,3,0,1.58,-0.17,0.44,0,1,0.00033,0.0004,-3.83,-5.44,-4,-5,10.1002/adma.201602696
1.44,7.01,0.771,7.78,1,0,0,1,0,0,3,2.36,-0.7,0.66,1,0,0.00065,0.00065,-3.5,-5.86,-4.2,-5.2,10.1002/adma.201800855
1.03,21.32,0.716,15.77,0,1,0,1,0,3,0,1.5,-0.27,0.21,1,0,0.000465,0.000992,-3.93,-5.43,-4.2,-5.22,10.1021/acsami.8b22044
1.12,23.3,0.78,20.4,0.05,0.1615,0.7885,1,0,2.49,0.51,1.55,-0.3,0.2,1,0,0.000465,2.93E-05,-3.9,-5.45,-4.2,-5.25,10.1002/cptc.201900245
0.553,18.1,0.647,6.48,0,0,1,0,1,3,0,1.36,-0.98,-0.12,0,1,0.00033,8.00E-05,-3.52,-4.88,-4.5,-5,10.1021/acs.jpclett.0c00923
1.1,24.1,0.76,20.2,0.05,0.095,0.855,1,0,2.7,0.3,1.6,-0.3,0.38,1,0,0.000465,0.000982,-4,-5.6,-4.3,-5.22,10.1021/acsami.9b13876
1.15,24.6,0.78,22,0.05,0.095,0.855,1,0,2.7,0.3,1.6,-0.03,0.38,1,0,0.000465,0.00277,-4,-5.6,-4.03,-5.22,10.1021/acsami.9b13876
1.15,21.89,0.73,18.42,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.1,0.28,1,0,0.000465,2.93E-05,-3.9,-5.5,-4,-5.22,10.1016/j.orgel.2018.09.045
1.15,23.33,0.775,20.78,0.05,0.15,0.85,1,0,2.55,0.45,1.6,-0.08,0.5,1,0,0.000465,2.93E-05,-4.12,-5.72,-4.2,-5.22,10.1002/aenm.201901341
1.03,22.38,0.749,17.2,0,1,0,1,0,3,0,1.57,-0.17,0.18,1,0,0.000299,2.93E-05,-3.83,-5.4,-4,-5.22,10.1039/c8ta09724k
1.13,22.8,0.704,18.14,0,0.25,0.75,1,0,2.5,0.5,1.59,0.16,0.74,1,0,0.000465,0.000992,-4.37,-5.96,-4.21,-5.22,10.1039/c8ta04131h
1.09,20.85,0.77,17.5,0,0.15,0.85,1,0,2.55,0.45,1.6,0.05,0.35,1,0,0.00011,2.93E-05,-4.05,-5.65,-4,-5.3,10.1002/adma.201606555
1.13,21.71,0.77,18.9,0,0.15,0.85,1,0,2.55,0.45,1.6,0.05,0.27,1,0,0.00012,2.93E-05,-4.05,-5.65,-4,-5.38,10.1002/adma.201606555
1.13,23.67,0.72,19.2,0,0.15,0.85,1,0,2.55,0.45,1.6,0.05,0.43,1,0,0.000465,2.93E-05,-4.05,-5.65,-4,-5.22,10.1002/adma.201606555
1.13,21.71,0.77,18.9,0,0.15,0.85,1,0,2.55,0.45,1.73,-0.08,0.35,1,0,0.00012,2.93E-05,-3.92,-5.65,-4,-5.3,10.1002/adma.201606555
1.09,20.85,0.77,17.5,0,0.15,0.85,1,0,2.55,0.45,1.73,-0.08,0.27,1,0,0.00011,2.93E-05,-3.92,-5.65,-4,-5.38,10.1002/adma.201606555
1.13,23.67,0.72,19.2,0,0.15,0.85,1,0,2.55,0.45,1.73,-0.08,0.43,1,0,0.000465,2.93E-05,-3.92,-5.65,-4,-5.22,10.1002/adma.201606555
1.45,7.55,0.761,8.48,1,0,0,1,0,0,3,2.3,-0.9,0.37,1,0,0.00033,2.93E-05,-3.3,-5.6,-4.2,-5.23,10.1039/c8qm00337h
1.08,11.81,0.648,8.29,1,0,0,1,0,1,2,2.07,-0.47,0.8,1,0,0.000465,0.00065,-3.93,-6,-4.4,-5.2,10.1002/solr.201900363
1.15,23.42,0.741,19.9,0.063,0.2,0.737,1,0,2.4,0.6,1.57,-0.1,0.3,1,0,0.000465,0.000992,-3.93,-5.5,-4.03,-5.2,10.1016/j.apsusc.2022.154986
1.05,22.85,0.662,15.88,0.063,0.2,0.737,1,0,2.4,0.6,1.57,-0.06,0.3,1,0,0.000465,2.16E-05,-3.93,-5.5,-3.99,-5.2,10.1016/j.apsusc.2022.154986
1.09,23.08,0.675,16.98,0.063,0.2,0.737,1,0,2.4,0.6,1.57,-0.06,0.3,1,0,0.000465,3.24E-05,-3.93,-5.5,-3.99,-5.2,10.1016/j.apsusc.2022.154986
1.1,23.2,0.68,17.36,0.063,0.2,0.737,1,0,2.4,0.6,1.57,-0.06,0.3,1,0,0.000465,3.34E-05,-3.93,-5.5,-3.99,-5.2,10.1016/j.apsusc.2022.154986
1.02,24.11,0.7146,17.5,0,0.8,0.2,1,0,2.91,0.09,1.59,-0.09,0.12,0,1,0.00574,8.00E-05,-4.01,-5.6,-4.1,-5.48, 10.1002/solr.202000206
0.92,20.28,0.7845,14.13,0,0.8,0.2,1,0,2.91,0.09,1.59,-0.09,0.7,0,1,0.00033,8.00E-05,-4.01,-5.6,-4.1,-4.9, 10.1002/solr.202000206
1.152,26.04,0.7813,23.44,0,0,1,1,0,3,0,1.48,-0.08,0.43,1,0,0.0065904,3.30E-05,-3.92,-5.4,-4,-4.97,10.1126/science.abb7167
1.164,26.35,0.809,24.82,0,0,1,1,0,3,0,1.48,-0.08,0.21,1,0,0.0074748,3.30E-05,-3.92,-5.4,-4,-5.19,10.1126/science.abb7167
1.161,26.34,0.8015,24.5,0,0,1,1,0,3,0,1.48,-0.08,0.34,1,0,0.0072902,3.30E-05,-3.92,-5.4,-4,-5.06,10.1126/science.abb7167
1.267,10.69,0.71,9.86,1,0,0,1,0,1,2,2.07,-0.75,0.42,1,0,0.000465,0.000992,-3.55,-5.62,-4.3,-5.2,10.1039/C9TA03336J
1.063,22.42,0.707,16.87,0,1,0,1,0,3,0,1.5,-0.5,0.2,1,0,0.000465,0.000992,-3.9,-5.4,-4.4,-5.2,10.1016/j.jallcom.2018.07.190
1.05,22.53,0.762,17.98,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.39,1,0,0.0002,2.93E-05,-4.05,-5.65,-4.2,-5.26,10.1038/s41467-018-05583-w
0.913,19.56,0.7063,12.61,0,1,0,1,0,3,0,1.5,0,0.5,0,1,0.00033,0.00135,-3.9,-5.4,-3.9,-4.9,10.1016/j.jallcom.2020.156329
0.953,20.02,0.7354,14.03,0,1,0,1,0,3,0,1.5,0.15,0.5,0,1,0.00033,0.00371,-3.9,-5.4,-3.75,-4.9,10.1016/j.jallcom.2020.156329
1.12,24.25,0.7912,21.48,0,0.08,0.92,1,0,3,0,1.5,-0.5,0.18,1,0,0.000465,0.000992,-3.9,-5.4,-4.4,-5.22,10.1038/s41566-019-0398-2
0.77,26.83,0.701,14.32,0,1,0,0.75,0.25,3,0,1.29,-0.15,0.31,0,1,0.00033,0.0004,-4.35,-5.61,-4.5,-5.3,10.1002/adfm.201605469
1.1,22.18,0.75,18.38,0,0.1,0.9,1,0,2.7,0.3,1.6,-0.09,0.5,0,1,0.0002,8.00E-05,-4,-5.6,-4.09,-5.1,10.1039/c8ta08306a
1.03,20.64,0.7,14.94,0,1,0,1,0,3,0,1.5,0,0,0,1,0.000351,0.0004,-3.9,-5.4,-3.9,-5.4,10.1039/C6NR01601D
1.11,23.04,0.75,19.18,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.52,1,0,0.000465,2.93E-05,-4.05,-5.65,-4.2,-5.13,10.1039/c9ta01452g
1.1,22.61,0.71,17.66,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.5,1,0,9.87E-05,2.93E-05,-4.05,-5.65,-4.2,-5.15,10.1039/c9ta01452g
1.11,22.85,0.73,18.51,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.47,1,0,0.000121,2.93E-05,-4.05,-5.65,-4.2,-5.18,10.1039/c9ta01452g
1.13,23.25,0.77,20.23,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.44,1,0,0.000116,2.93E-05,-4.05,-5.65,-4.2,-5.21,10.1039/c9ta01452g
1.1,23.41,0.762,19.68,0.05,0.1615,0.7885,1,0,2.49,0.51,1.6,-0.3,0.18,1,0,0.000465,2.93E-05,-3.9,-5.4,-4.2,-5.22,10.1002/adma.201705596
1.12,23.86,0.789,21.08,0.05,0.1615,0.7885,1,0,2.49,0.51,1.6,-0.28,0.18,1,0,0.000465,0.00065,-3.9,-5.4,-4.18,-5.22,10.1002/adma.201705596
1.098,22.21,0.785,19.14,0.05,0.1235,0.8265,1,0,2.61,0.39,1.63,-0.16,0.63,1,0,0.000465,2.93E-05,-4.22,-5.85,-4.38,-5.22,10.1021/acs.nanolett.7b05469 
1.08,22.51,0.76,18.54,0.05,0.1615,0.7885,1,0,2.49,0.51,1.6,-0.03,0.2,1,0,0.000465,0.000992,-3.9,-5.4,-3.93,-5.2,10.1039/c8ta11651b
0.75,24.9,0.659,12.3,0,1,0,0.5,0.5,3,0,1.18,-0.7,-0.12,0,1,0.00033,8.00E-05,-3.8,-4.98,-4.5,-5.1,10.1002/aenm.201601353
1.05,22.01,0.69,15.98,0,1,0,1,0,3,0,1.6,-0.49,0.41,1,0,0.000465,0.000992,-4.01,-5.61,-4.5,-5.2,10.1016/j.solener.2018.10.036
0.754,22.3,0.74,12.5,0,1,0,0.75,0.25,3,0,1.3,0,0.5,0,1,0.00033,0.0004,-4.2,-5.5,-4.2,-5,10.1021/acsenergylett.8b01588
0.55,24.3,0.673,9.06,0,0.25,0.75,0,1,3,0,1.33,-0.95,-0.12,0,1,0.00033,8.00E-05,-3.55,-4.88,-4.5,-5,10.1021/acsenergylett.8b01588
1.08,20.55,0.744,16.59,0,1,0,1,0,3,0,1.6,0.22,0.15,1,0,0.000465,2.93E-05,-3.77,-5.37,-3.55,-5.22,10.1016/j.apsusc.2020.147221
1.14,10.87,0.66,8.24,1,0,0,1,0,1,2,2.01,-0.27,0.8,1,0,0.000465,2.93E-05,-3.93,-6,-4.2,-5.2,10.1016/j.nanoen.2019.04.066
1.07,23.18,0.681,17,0,1,0,1,0,3,0,1.5,-0.17,0.2,1,0,0.000465,2.93E-05,-3.93,-5.4,-4.1,-5.2,10.1021/acssuschemeng.8b00938
1.1,21.44,0.713,16.81,0,1,0,1,0,3,0,1.51,-0.07,0.22,1,0,0.000465,2.93E-05,-3.93,-5.44,-4,-5.22,10.1002/aelm.201700139
1.08,20.9,0.713,16.1,0,1,0,1,0,3,0,1.48,-0.18,0.3,1,0,0.000465,0.00065,-4.02,-5.5,-4.2,-5.2,10.1039/C6TA01074A
1,23.48,0.7568,17.65,0,1,0,1,0,3,0,1.5,-0.6,0.18,1,0,0.000465,8.00E-05,-3.9,-5.4,-4.5,-5.22,10.1039/d0tc02438d
1.12,22.81,0.7885,20.14,0.05,0.1615,0.7885,1,0,2.49,0.51,1.62,0.15,0.7,1,0,0.000465,2.93E-05,-4.3,-5.92,-4.15,-5.22,10.1021/acssuschemeng.9b00991
1.09,21.55,0.699,16.4,0,1,0,1,0,3,0,1.5,-0.1,0.2,1,0,0.000465,2.93E-05,-3.9,-5.4,-4,-5.2,10.1002/adfm.201800475
1.2,23.51,0.785,21.1,0.05,0.1615,0.7885,1,0,2.49,0.51,1.6,-0.37,0.38,1,0,0.000465,0.00065,-4,-5.6,-4.37,-5.22,10.1002/adfm.201900466
1.12,23.28,0.78,18.8,0.017,0.15,0.83,1,0,2.49,0.51,1.6,-0.5,0.38,1,0,0.000465,0.000992,-4,-5.6,-4.5,-5.22,10.1002/adfm.201900466
1.11,23.15,0.75,19.27,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.25,1,0,0.000965,2.93E-05,-4.05,-5.65,-4.2,-5.4,10.1021/acsami.8b04003
1.07,22.36,0.67,16.03,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.3,1,0,0.000742,2.93E-05,-4.05,-5.65,-4.2,-5.35,10.1021/acsami.8b04003
1.11,23.15,0.75,19.27,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.25,1,0,0.000965,2.93E-05,-4.05,-5.65,-4.2,-5.4,10.1021/acsami.8b04003
1.09,22.69,0.72,17.8,0,0.15,0.85,1,0,2.55,0.45,1.6,-0.15,0.43,1,0,0.000158,2.93E-05,-4.05,-5.65,-4.2,-5.22,10.1021/acsami.8b04003
1.03,21.39,0.7403,16.31,0.05,0.1615,0.7885,1,0,2.49,0.51,1.63,-0.28,0.65,0,1,0.000226,8.00E-05,-4.22,-5.85,-4.5,-5.2,10.1016/j.nanoen.2019.103946
1.11,22.21,0.7618,18.78,0.05,0.1615,0.7885,1,0,2.49,0.51,1.63,-0.28,0.41,0,1,0.000376,8.00E-05,-4.22,-5.85,-4.5,-5.44,10.1016/j.nanoen.2019.103946
1.02,22.65,0.74,17.05,0,1,0,0.95,0.05,3,0,1.5,-0.08,0.22,0,1,0.00033,0.0004,-3.82,-5.32,-3.9,-5.1,10.1007/s13391-020-00206-3 
0.99,23.39,0.79,18.25,0,1,0,0.9,0.1,3,0,1.46,-0.24,0.02,0,1,0.00033,0.0004,-3.66,-5.12,-3.9,-5.1,10.1007/s13391-020-00206-3 
1.162,15.565,0.791,14.3,1,0,0,1,0,2,1,1.91,-0.71,0.46,1,0,0.0012,0.000992,-3.69,-5.6,-4.4,-5.14,10.1039/c8ta09859j
1.08,23.07,0.747,18.56,0,1,0,1,0,3,0,1.5,-0.4,0.3,1,0,0.0012,2.93E-05,-3.9,-5.4,-4.3,-5.1,10.1109/JPHOTOV.2018.2877022
0.97,22.33,0.692,15.14,0,1,0,1,0,3,0,1.53,-0.15,0.33,1,0,0.000465,0.000586,-3.9,-5.43,-4.05,-5.1,10.1021/acssuschemeng.8b03826
1.074,21.83,0.778,18.1,0,1,0,1,0,3,0,1.5,-0.1,0.2,0,1,0.00033,0.0173,-3.9,-5.4,-4,-5.2,10.1002/aenm.201700522
1.05,22.05,0.6727,15.59,0,1,0,1,0,3,0,1.55,-0.12,0.23,1,0,0.000191,2.93E-05,-3.88,-5.43,-4,-5.2,10.1002/cssc.201901430
1.116,22.19,0.798,19.68,0.04,0.16,0.8,1,0,2.52,0.48,1.58,-0.21,0.25,1,0,0.000465,0.000992,-3.87,-5.45,-4.08,-5.2,10.1002/solr.201900134
1.058,21.84,0.7166,16.53,0,1,0,1,0,3,0,1.5,-0.1,0.18,1,0,0.000465,2.93E-05,-3.9,-5.4,-4,-5.22,10.1016/j.electacta.2018.09.195
1.125,22.85,0.752,19.33,0.05,0.1425,0.8075,1,0,2.55,0.45,1.63,-0.08,0.63,1,0,0.000465,2.93E-05,-4.22,-5.85,-4.3,-5.22,10.1002/aenm.201800794
1.142,23.45,0.758,20.34,0.05,0.1425,0.8075,1,0,2.55,0.45,1.63,-0.02,0.63,1,0,0.000465,0.000992,-4.22,-5.85,-4.24,-5.22,10.1002/aenm.201800794
1.1,25.01,0.7148,19.65,0.05,0.14,0.81,1,0,2.55,0.45,1.55,-0.07,0.49,1,0,0.000174,2.93E-05,-3.93,-5.48,-4,-4.99,10.1002/adfm.201904856
1.14,23.64,0.7508,20.19,0.05,0.14,0.81,1,0,2.55,0.45,1.55,-0.07,0.51,1,0,0.000322,2.93E-05,-3.93,-5.48,-4,-4.97,10.1002/adfm.201904856
1.05,23.53,0.7242,17.82,0.05,0.14,0.81,1,0,2.55,0.45,1.55,-0.07,0.54,1,0,0.000202,2.93E-05,-3.93,-5.48,-4,-4.94,10.1002/adfm.201904856
1.084,21.03,0.753,17.17,0,1,0,1,0,3,0,1.5,-0.11,0.18,1,0,0.000465,2.93E-05,-3.9,-5.4,-4.01,-5.22,10.1002/admi.201701117
1.0956,22.6,0.7852,19.44,0.05,0.1615,0.7885,1,0,2.49,0.51,1.55,-0.1,0.25,1,0,0.00042,2.93E-05,-3.9,-5.45,-4,-5.2,10.1021/acsenergylett.8b00607
1.0385,22.97,0.7475,17.84,0.05,0.1615,0.7885,1,0,2.49,0.51,1.55,-0.1,0.35,1,0,9.30E-05,2.93E-05,-3.9,-5.45,-4,-5.1,10.1021/acsenergylett.8b00607
1.0856,22.62,0.7302,17.93,0.05,0.1615,0.7885,1,0,2.49,0.51,1.55,-0.1,0.23,1,0,3.20E-05,2.93E-05,-3.9,-5.45,-4,-5.22,10.1021/acsenergylett.8b00607
1.086,22.64,0.7574,18.62,0.05,0.1615,0.7885,1,0,2.49,0.51,1.55,-0.1,0.2,1,0,0.00014,2.93E-05,-3.9,-5.45,-4,-5.25,10.1021/acsenergylett.8b00607
1.14,15.2,0.77,13.3,1,0,0,1,0,2,1,1.92,-0.34,0.68,0,1,0.000351,8.00E-05,-4.16,-6.08,-4.5,-5.4,10.1021/jacs.7b13229
1.281,11,0.65,9.1,1,0,0,1,0,1.5,1.5,1.95,-0.61,0.36,1,0,0.0012,2.93E-05,-3.59,-5.5,-4.2,-5.14,10.1002/aenm.201802060
1.018,21.9,0.731,16.3,0,1,0,1,0,3,0,1.5,-0.3,0.08,1,0,0.000465,2.93E-05,-3.9,-5.3,-4.2,-5.22,10.1002/smll.201801016
1.11,22.97,0.743,18.95,0.05,0.14,0.81,1,0,2.55,0.45,1.6,-0.67,0.27,1,0,0.000465,0.000992,-3.87,-5.47,-4.54,-5.2,10.1002/adma.201903239
1.14,23.12,0.728,19.2,0.05,0.12,0.83,1,0,2.61,0.39,1.6,-0.12,0.48,1,0,0.000465,0.000992,-4.1,-5.7,-4.22,-5.22,10.1021/acsami.9b09490
1.06,22.31,0.7134,16.87,0.05,0.12,0.83,1,0,2.61,0.39,1.6,-0.12,0.38,1,0,0.000117,0.000992,-4.1,-5.7,-4.22,-5.32,10.1021/acsami.9b09490
0.99,23,0.71,16.1,0,1,0,1,0,3,0,1.5,-0.3,0.3,0,1,0.00033,0.0004,-3.9,-5.4,-4.2,-5.1,10.1021/jacs.6b00039
1.05,22.9,0.67,16.2,0,1,0,1,0,3,0,1.5,-0.3,0.26,0,1,0.0012,0.0004,-3.9,-5.4,-4.2,-5.14,10.1021/jacs.6b00039
0.99,23,0.72,16.3,0,1,0,1,0,3,0,1.5,-0.3,0.3,0,1,0.000465,0.0004,-3.9,-5.4,-4.2,-5.1,10.1021/jacs.6b00039
1.02,23.2,0.792,18.6,0,1,0,1,0,3,0,1.5,-0.3,0.1,0,1,0.0023,0.0004,-3.9,-5.4,-4.2,-5.3,10.1021/jacs.6b00039
1.082,22.87,0.762,18.86,0,0.15,0.85,1,0,2.55,0.45,1.55,-0.37,0.28,1,0,0.000465,2.93E-05,-3.93,-5.48,-4.3,-5.2,10.1002/advs.201800474
